applicant_id,age,gender,education,employment_type,annual_income,loan_amount,loan_term_months,interest_rate,credit_score,existing_loans,monthly_expenses,emi_estimate,dti_ratio,assets_value,has_collateral,co_applicant,loan_purpose,loan_approved
APP0449,57,Female,Master's,Business Owner,1386585,300449,12,12.1,768,3,55151,26709,37.43,1856719,1,0,Vehicle,1
APP0450,43,Female,Bachelor's,Salaried,1632672,363732,60,9.92,740,0,72384,7714,21.63,1456851,1,1,Personal,1
APP0451,30,Male,Bachelor's,Salaried,764174,1267933,36,10.56,676,4,38541,41247,82.93,1836294,1,0,Vehicle,0
APP0452,25,Female,PhD,Self-Employed,1822563,1749547,84,15.61,509,2,77847,34362,38.0,2729744,1,1,Home,1
APP0453,56,Male,High School,Salaried,1849260,830445,24,8.29,518,3,55955,37669,35.34,1153535,1,1,Home,1
APP0454,54,Male,Bachelor's,Salaried,1863542,255827,24,16.19,537,0,14290,12549,10.84,3827573,1,1,Business,1
APP0455,51,Male,High School,Business Owner,749567,252918,12,11.99,634,2,63942,22470,66.68,1932811,1,1,Vehicle,1
APP0456,30,Male,Master's,Self-Employed,631322,1397027,84,13.76,646,4,35143,25995,69.45,4248887,1,1,Vehicle,1
APP0457,39,Female,Master's,Business Owner,310776,1062671,120,8.44,547,0,29509,13142,84.92,1696941,1,1,Business,0
APP0458,52,Female,Bachelor's,Business Owner,1874308,392424,60,11.04,772,0,41741,8540,13.48,444846,0,1,Vehicle,1
APP0459,21,Male,Master's,Self-Employed,568444,1511659,12,8.44,566,2,31898,131805,298.44,1159935,0,0,Personal,0
APP0460,25,Male,Bachelor's,Salaried,1362369,892955,12,17.6,556,0,67948,81696,89.91,3697102,1,1,Vehicle,0
APP0461,24,Female,Master's,Self-Employed,1626998,973882,60,15.98,687,1,66768,23673,32.23,4866148,1,0,Business,1
APP0462,36,Male,Master's,Salaried,410809,790045,36,12.33,767,0,48262,26365,119.3,4822724,1,0,Home,0
APP0463,44,Male,Master's,Self-Employed,1420192,1206245,24,9.85,864,3,10506,55579,49.62,3661057,1,1,Business,1
APP0464,36,Male,High School,Salaried,1613967,782318,36,17.3,732,2,25605,28009,26.54,3204991,1,0,Personal,1
APP0465,22,Female,PhD,Self-Employed,1490838,208998,84,11.12,822,3,33231,3592,10.92,1955163,1,1,Education,1
APP0466,48,Female,Master's,Salaried,733285,1726079,120,9.19,570,4,18515,22043,45.16,1109240,0,0,Business,1
APP0467,52,Male,Bachelor's,Salaried,1354678,672995,48,13.41,874,3,43622,18192,27.71,2515048,1,0,Business,1
APP0468,47,Male,Master's,Salaried,1072143,1504972,48,17.41,512,1,21600,43746,56.22,1983157,1,0,Home,1
APP0469,40,Female,Bachelor's,Salaried,1626765,1715701,48,7.54,634,1,32892,41516,37.9,2004254,0,0,Vehicle,1
APP0470,44,Female,Master's,Self-Employed,765148,295847,60,10.0,730,3,74310,6286,44.82,3484840,1,1,Home,1
APP0471,32,Male,High School,Self-Employed,1513945,1326120,12,17.35,535,4,26801,121169,102.41,4066723,1,0,Personal,0
APP0472,55,Female,Master's,Salaried,1882978,1964880,120,9.3,596,0,42695,25210,24.23,2921984,1,0,Business,1
APP0473,53,Male,Bachelor's,Salaried,1176974,1026006,36,8.69,582,1,33853,32479,43.47,2526919,1,0,Home,1
APP0474,53,Male,High School,Salaried,837506,924168,24,13.49,652,3,9429,44150,67.31,1863096,1,0,Home,1
APP0475,63,Female,Bachelor's,Salaried,722070,317614,48,16.55,807,3,9606,9091,19.9,8981,0,1,Vehicle,1
APP0476,57,Male,High School,Salaried,307041,1326043,36,12.51,681,3,9478,44367,184.5,3559976,1,0,Education,0
APP0477,32,Female,Bachelor's,Business Owner,574368,1244601,48,17.94,638,0,45134,36521,104.59,107154,0,1,Home,0
APP0478,23,Male,Bachelor's,Salaried,525800,1858516,120,14.63,420,2,74963,29565,118.8,1728177,0,1,Vehicle,0
APP0479,21,Male,Bachelor's,Salaried,1693672,1006011,48,8.28,722,4,75897,24692,33.63,4900769,1,1,Education,1
APP0480,53,Female,Bachelor's,Salaried,916438,1610753,24,17.92,751,2,30475,80353,117.19,4154534,1,1,Home,0
APP0481,60,Male,Bachelor's,Salaried,681862,1977977,84,11.78,526,4,71177,34684,98.62,3337850,1,0,Business,0
APP0482,30,Female,Master's,Salaried,1324866,1714357,84,10.52,673,4,26730,28923,33.46,1052233,0,0,Personal,1
APP0483,63,Male,High School,Self-Employed,1305209,842955,120,13.36,697,3,26113,12766,18.94,2904814,1,1,Business,1
APP0484,64,Male,Master's,Salaried,1369694,1316571,84,10.7,766,1,25011,22336,26.14,936184,0,1,Business,1
APP0485,49,Male,Master's,Salaried,898961,1811126,60,8.41,614,3,60746,37080,73.82,3359494,1,1,Home,1
APP0486,33,Female,Bachelor's,Salaried,1251690,343313,12,7.51,601,0,47853,29787,42.32,2706171,1,1,Home,1
APP0487,32,Male,Bachelor's,Salaried,1012934,1668505,60,12.22,638,4,41818,37301,59.05,1739886,0,0,Home,1
APP0488,51,Female,Master's,Salaried,249768,204062,36,16.29,795,1,42321,7203,95.6,4141747,1,0,Business,0
APP0489,22,Male,High School,Unemployed,23382,1652525,60,13.51,773,4,26309,38033,2355.77,4857531,1,1,Personal,0
APP0490,55,Female,High School,Self-Employed,1661820,1767355,36,17.99,678,4,23688,63885,51.26,2046771,0,1,Business,1
APP0491,43,Male,Bachelor's,Self-Employed,1173069,1899465,36,10.51,771,3,33176,61746,73.34,3443737,1,0,Personal,1
APP0492,37,Female,Master's,Salaried,283123,904032,12,10.44,466,1,73879,79664,431.57,722300,0,1,Vehicle,0
APP0493,46,Female,High School,Salaried,1881119,1726483,24,9.18,751,1,72592,79017,64.3,1568473,0,0,Education,1
APP0494,28,Female,Bachelor's,Salaried,366405,1436822,120,9.22,579,4,14416,18373,74.33,2135021,1,0,Education,0
APP0495,49,Female,PhD,Self-Employed,203174,607373,12,10.49,839,1,44994,53536,395.9,4692489,1,1,Home,0
APP0496,46,Female,Master's,Self-Employed,317769,1195640,120,15.82,584,1,71422,19895,156.04,3246797,1,1,Home,0
APP0497,30,Female,Bachelor's,Salaried,497542,756014,84,17.01,603,3,13584,15454,47.1,4442881,1,0,Business,1
APP0498,46,Male,High School,Salaried,629145,1497922,84,17.74,730,2,23830,31255,73.25,4522700,1,0,Education,1
APP0499,54,Male,Master's,Salaried,1383969,1728587,60,9.94,739,0,8591,36676,34.04,3487258,1,0,Vehicle,1
APP0500,61,Female,Bachelor's,Business Owner,1634269,183114,36,16.75,639,2,26395,6506,10.59,2215880,1,1,Vehicle,1
APP0501,27,Female,High School,Self-Employed,1999907,906566,48,10.95,713,1,59182,23409,24.7,4718150,1,0,Home,1
APP0502,24,Female,High School,Salaried,966868,1927990,48,8.68,724,4,21738,47686,67.28,4936951,1,1,Vehicle,1
APP0503,31,Male,Master's,Salaried,1435069,541638,120,16.64,715,0,7631,9290,9.68,3610566,1,1,Vehicle,1
APP0504,49,Male,Bachelor's,Self-Employed,796923,1950193,36,14.18,643,0,22905,66824,110.97,2939119,1,1,Education,0
APP0505,56,Male,Master's,Salaried,1128864,607765,120,9.23,725,4,24056,7775,15.94,2352712,1,0,Business,1
APP0506,45,Female,Master's,Salaried,1914249,1737025,12,12.01,806,0,40447,154341,104.36,768026,0,1,Vehicle,0
APP0507,41,Male,Bachelor's,Salaried,967166,1937717,24,10.52,569,4,59418,89882,133.64,4926423,1,0,Vehicle,0
APP0508,56,Male,Bachelor's,Self-Employed,417070,734076,12,15.24,604,0,42190,66340,227.28,395462,0,0,Personal,0
APP0509,30,Male,Bachelor's,Salaried,599017,1438857,36,12.26,682,2,31014,47970,114.73,1330730,0,0,Personal,0
APP0510,57,Male,Bachelor's,Salaried,1131775,1921026,36,17.89,584,0,77999,69344,98.33,2224103,0,0,Personal,0
APP0511,29,Female,Bachelor's,Business Owner,1657867,189133,24,8.07,517,3,55278,8560,18.2,1379078,1,1,Home,1
APP0512,44,Male,Master's,Salaried,1744247,1762545,120,11.23,778,4,6780,24509,18.26,148306,0,0,Home,1
APP0513,55,Female,Bachelor's,Salaried,569359,1396091,60,12.56,479,0,64258,31452,106.92,882622,0,0,Home,0
APP0514,55,Male,Master's,Salaried,1398632,815710,60,12.78,643,4,47192,18468,27.99,3785811,1,1,Home,1
APP0515,56,Male,Bachelor's,Salaried,1074527,395165,24,10.82,748,3,64300,18385,42.07,4636971,1,0,Personal,1
APP0516,38,Male,Bachelor's,Self-Employed,1047374,1512597,60,15.16,704,0,48923,36112,58.19,3006374,1,1,Vehicle,1
APP0517,59,Male,Bachelor's,Salaried,343933,320001,48,16.68,645,0,7395,9181,39.77,522886,1,0,Home,1
APP0518,52,Male,Bachelor's,Salaried,1347546,1765556,60,17.36,581,3,20779,44221,44.93,599493,0,0,Home,1
APP0519,44,Male,Master's,Self-Employed,1330779,1631041,60,15.95,710,3,76028,39620,56.29,2072551,1,1,Home,1
APP0520,43,Female,Bachelor's,Self-Employed,1440895,473327,60,16.43,591,3,34722,11619,18.35,3459824,1,0,Vehicle,1
APP0521,52,Male,Bachelor's,Self-Employed,1448749,1350418,48,13.28,703,4,12111,36416,33.17,2133871,1,1,Business,1
APP0522,57,Female,High School,Salaried,701946,1449298,120,16.17,692,3,14984,24431,49.45,4176213,1,0,Personal,1
APP0523,32,Female,Bachelor's,Salaried,876337,1712805,60,10.69,693,4,77328,36976,82.4,4243041,1,0,Personal,0
APP0524,33,Female,Bachelor's,Self-Employed,1692409,832409,84,11.68,622,2,31924,14552,17.11,3598397,1,0,Home,1
APP0525,43,Male,Bachelor's,Salaried,1466302,1634690,48,10.83,863,0,57703,42115,48.63,3840624,1,0,Education,1
APP0526,45,Male,PhD,Business Owner,1074609,1767826,24,12.41,712,0,37577,83557,105.89,4375980,1,0,Home,0
APP0527,55,Male,Bachelor's,Business Owner,1845766,394572,12,10.5,654,1,12711,34781,25.09,4786431,1,1,Education,1
APP0528,61,Male,Master's,Business Owner,292172,1608859,24,17.6,703,2,9096,80010,339.81,3447797,1,0,Personal,0
APP0529,50,Female,Bachelor's,Salaried,870990,700332,12,10.78,610,3,71555,61825,114.75,87745,0,0,Vehicle,0
APP0530,37,Male,Bachelor's,Salaried,744344,763391,24,8.53,645,3,13254,34711,62.37,126298,0,0,Business,1
APP0531,40,Male,High School,Self-Employed,1387030,1611232,84,13.03,895,2,10965,29338,28.23,2401583,1,1,Vehicle,1
APP0532,45,Female,Bachelor's,Salaried,1304315,555350,12,8.1,610,3,62987,48335,61.85,3777268,1,1,Home,1
APP0533,42,Female,Bachelor's,Salaried,248639,387164,12,8.66,673,1,37963,33797,218.07,4891447,1,1,Home,0
APP0534,33,Male,Bachelor's,Business Owner,653054,1628359,36,9.8,638,4,8273,52390,100.83,4565771,1,1,Vehicle,0
APP0535,39,Male,High School,Business Owner,639257,1127057,12,12.38,586,0,20330,100338,199.8,1787702,1,0,Business,0
APP0536,56,Male,High School,Salaried,987424,716627,12,12.05,717,2,26494,63688,87.06,3585435,1,0,Home,0
APP0537,32,Male,Bachelor's,Salaried,796682,954329,36,15.9,683,0,8212,33504,54.18,2317165,1,1,Business,1
APP0538,61,Male,PhD,Salaried,529801,811062,60,15.26,761,4,6080,19406,48.08,799235,0,1,Business,1
APP0539,39,Male,Bachelor's,Business Owner,1013592,187815,60,11.98,752,2,37675,4176,18.32,3326425,1,0,Education,1
APP0540,32,Male,Bachelor's,Business Owner,382447,677763,36,11.0,761,4,27007,22189,95.04,3788835,1,0,Business,0
APP0541,29,Male,High School,Salaried,548586,754133,48,10.82,597,3,51815,19425,76.49,4208002,1,1,Education,1
APP0542,27,Male,Bachelor's,Salaried,874932,369186,12,15.63,737,3,5639,33432,48.17,15376,0,1,Business,1
APP0543,48,Male,Bachelor's,Business Owner,580069,99476,12,8.05,739,3,68593,8656,60.48,2372413,1,0,Business,1
APP0544,34,Male,Bachelor's,Salaried,204136,1095471,36,7.63,588,4,8736,34141,216.09,2333743,1,1,Personal,0
APP0545,51,Female,Bachelor's,Salaried,261868,1846041,36,15.85,651,4,21473,64765,326.29,3194514,1,0,Education,0
APP0546,39,Female,High School,Unemployed,17883,340696,48,12.51,548,4,39019,9057,1392.3,637293,1,0,Education,0
APP0547,36,Male,High School,Salaried,1018599,770602,84,8.87,740,0,41820,12347,29.33,4166817,1,0,Home,1
APP0548,25,Male,Bachelor's,Self-Employed,310957,1537564,60,9.97,739,4,62589,32646,198.44,328624,0,0,Home,0
APP0549,55,Male,High School,Salaried,739767,734308,24,17.29,808,3,70807,36408,93.51,687055,0,0,Business,0
APP0550,32,Female,High School,Salaried,319392,1305959,84,16.52,659,1,23414,26327,125.3,4064743,1,1,Personal,0
APP0551,45,Female,Bachelor's,Business Owner,1935312,119093,120,14.95,720,4,29220,1918,6.62,1421742,1,0,Education,1
APP0552,41,Male,Master's,Salaried,860183,1691987,60,12.56,768,1,65531,38118,80.6,1464294,0,1,Home,0
APP0553,56,Female,Bachelor's,Unemployed,17241,66535,12,12.96,612,3,47425,5941,1402.78,443226,1,0,Home,0
APP0554,43,Male,Bachelor's,Self-Employed,1450104,378634,120,17.74,598,4,14387,6759,9.16,3104997,1,0,Vehicle,1
APP0555,36,Male,Bachelor's,Salaried,1006017,1669426,84,17.64,614,0,32584,34736,53.09,1515697,0,1,Home,1
APP0556,59,Female,PhD,Salaried,1483423,1479762,36,9.76,648,0,49783,47581,50.57,1673783,0,1,Home,1
APP0557,62,Female,Bachelor's,Salaried,1061501,306323,48,16.02,601,1,44809,8684,25.01,1918541,1,1,Business,1
APP0558,59,Female,High School,Salaried,1550615,1974088,60,9.57,618,0,59327,41527,45.91,4131608,1,1,Home,1
APP0559,34,Female,Bachelor's,Salaried,465864,308916,48,9.74,759,0,15857,7796,32.33,472803,1,0,Vehicle,1
APP0560,51,Male,High School,Salaried,481411,763895,120,14.6,671,0,47261,12138,65.6,1534851,1,0,Business,1
APP0561,25,Female,Bachelor's,Salaried,1395344,1328639,60,11.75,707,3,78588,29387,45.55,2307022,1,1,Home,1
APP0562,55,Male,Bachelor's,Self-Employed,885328,91269,84,17.28,630,0,21995,1880,11.49,593695,1,1,Vehicle,1
APP0563,43,Female,Master's,Self-Employed,515508,1179250,12,8.43,624,2,18580,102816,252.3,1646673,1,1,Business,0
APP0564,49,Male,Bachelor's,Self-Employed,616561,878894,24,12.87,705,4,23240,41731,94.79,4473677,1,1,Business,0
APP0565,63,Female,Master's,Salaried,251567,970631,48,17.14,691,0,51111,28078,207.07,4090617,1,1,Education,0
APP0566,31,Male,PhD,Salaried,291229,335291,48,16.99,750,0,39866,9673,89.13,2663616,1,0,Education,0
APP0567,38,Female,High School,Self-Employed,1179111,488744,24,9.14,797,0,78401,22360,46.69,4813417,1,1,Business,1
APP0568,32,Male,Bachelor's,Salaried,1661177,1699959,48,11.35,617,2,17211,44226,35.68,3243283,1,1,Business,1
APP0569,29,Female,Bachelor's,Salaried,1725450,818460,48,14.0,757,0,63985,22366,28.9,4721737,1,1,Education,1
APP0570,30,Male,Bachelor's,Business Owner,1447892,1822867,60,9.17,582,0,38268,37990,41.0,1145865,0,0,Home,1
APP0571,64,Male,Bachelor's,Self-Employed,1969361,140925,60,17.66,866,4,8646,3553,3.75,1711738,1,0,Home,1
APP0572,37,Male,Master's,Salaried,1064950,640669,24,17.1,609,2,60371,31707,56.14,420129,0,0,Home,1
APP0573,58,Male,Master's,Salaried,807132,1722332,120,9.25,742,2,47816,22051,54.11,3802010,1,0,Vehicle,1
APP0574,27,Female,Bachelor's,Self-Employed,1412567,1340906,12,8.77,582,0,49112,117121,112.01,2824743,1,1,Home,0
APP0575,33,Male,Bachelor's,Self-Employed,1863561,1948757,84,8.4,666,2,56048,30764,30.64,4346048,1,0,Education,1
APP0576,60,Female,Master's,Self-Employed,1830060,1006176,84,17.05,819,1,59911,20591,25.29,1880352,1,0,Business,1
APP0577,62,Male,PhD,Self-Employed,839888,1112307,120,9.53,606,2,6778,14411,23.49,412230,0,0,Home,1
APP0578,29,Male,Master's,Business Owner,824913,1485367,48,11.87,878,2,50752,39021,78.91,3743368,1,1,Business,1
APP0579,47,Female,High School,Salaried,1721193,1590450,12,12.21,679,2,75726,141466,114.47,3448196,1,0,Business,0
APP0580,22,Female,Bachelor's,Salaried,1117999,1673888,24,13.79,767,3,32289,80202,96.48,1556321,0,0,Home,0
APP0581,25,Male,High School,Self-Employed,1031187,1739576,120,8.25,716,3,49788,21336,42.21,2977659,1,0,Business,1
APP0582,49,Male,Bachelor's,Self-Employed,1281900,1199697,24,9.88,721,3,9747,55294,54.5,3372438,1,0,Business,1
APP0583,57,Female,High School,Self-Employed,1065361,315976,60,17.28,551,2,79822,7900,35.87,4888362,1,0,Education,1
APP0584,58,Male,Bachelor's,Salaried,594768,1655196,48,17.04,637,1,5045,47795,99.48,3955544,1,0,Home,0
APP0585,39,Female,Bachelor's,Salaried,251272,62467,36,15.7,787,2,12758,2187,28.72,4722104,1,1,Vehicle,1
APP0586,28,Female,High School,Business Owner,629069,1139601,24,7.7,649,0,28437,51385,114.29,4069298,1,0,Personal,0
APP0587,21,Female,Bachelor's,Self-Employed,449264,1242755,120,10.93,692,1,24585,17070,65.29,3269503,1,0,Vehicle,1
APP0588,42,Male,Bachelor's,Business Owner,888284,1095851,48,14.09,540,3,14854,29995,46.54,78743,0,1,Home,1
APP0589,37,Female,Bachelor's,Self-Employed,1927825,127994,12,10.39,631,4,57076,11276,17.68,347786,1,0,Business,1
APP0590,27,Male,High School,Self-Employed,436538,144202,120,17.05,781,1,61950,2511,57.99,2488883,1,1,Education,1
APP0591,45,Male,Bachelor's,Self-Employed,778963,617769,60,14.16,564,3,22349,14426,32.55,604146,0,0,Vehicle,0
APP0592,24,Male,Master's,Business Owner,715447,1494373,84,8.26,744,1,26348,23486,52.65,2025321,1,1,Business,1
APP0593,56,Male,High School,Self-Employed,1322167,1697982,12,17.04,696,1,39296,154896,151.28,728927,0,1,Vehicle,0
APP0594,26,Female,High School,Self-Employed,1711982,1484730,24,17.56,658,2,24455,73809,56.88,4313399,1,1,Business,1
APP0595,51,Female,Bachelor's,Salaried,353706,494854,24,8.32,654,0,59021,22453,136.24,1608412,1,0,Business,0
APP0596,39,Female,PhD,Salaried,1543083,1746578,12,13.09,635,4,76923,156073,139.32,951399,0,0,Vehicle,0
APP0597,64,Male,Bachelor's,Self-Employed,1443400,798987,24,10.69,643,3,44293,37124,41.91,3775685,1,0,Home,1
APP0598,59,Male,Bachelor's,Salaried,539148,210185,120,11.62,763,1,51116,2970,40.74,866603,1,1,Business,1
APP0599,47,Male,Bachelor's,Salaried,1173902,134363,48,9.39,641,4,45484,3369,17.39,2404710,1,1,Personal,1
APP0600,30,Female,Bachelor's,Salaried,953818,375188,24,13.57,842,1,35215,17938,35.86,3743087,1,0,Home,1
APP0601,46,Male,High School,Salaried,1027150,261027,60,17.56,706,0,8404,6566,10.62,2845653,1,0,Vehicle,1
APP0602,39,Female,Bachelor's,Salaried,1362203,1028534,48,12.78,628,4,42260,27481,35.38,3112959,1,0,Home,1
APP0603,59,Male,Master's,Salaried,1986852,323958,120,8.37,767,3,70642,3994,15.21,4460745,1,0,Business,1
APP0604,23,Male,Bachelor's,Business Owner,489014,1460060,36,14.01,736,1,51009,49908,160.02,4828105,1,0,Business,0
APP0605,33,Female,Master's,Salaried,1285970,322168,24,11.07,531,0,34605,15026,23.71,4060828,1,0,Home,1
APP0606,48,Male,Master's,Salaried,1038489,1817224,24,16.49,586,4,58205,89403,123.48,2233232,1,1,Personal,0
APP0607,40,Female,High School,Salaried,1328371,945668,60,12.06,669,1,42569,21065,30.57,217885,0,1,Home,1
APP0608,48,Female,Master's,Self-Employed,542553,632124,120,9.52,537,1,10580,8186,25.13,4342196,1,1,Business,1
APP0609,28,Male,High School,Salaried,242137,1368155,60,9.51,868,3,10400,28740,157.89,464764,0,0,Vehicle,0
APP0610,61,Male,Bachelor's,Business Owner,1641945,1034588,84,15.57,754,0,44643,20296,24.62,2250477,1,1,Education,1
APP0611,59,Female,High School,Self-Employed,338925,305095,120,10.29,678,2,44015,4081,61.2,2519570,1,1,Home,1
APP0612,21,Female,High School,Self-Employed,736667,1955609,12,15.56,649,1,76713,177027,325.85,591444,0,0,Home,0
APP0613,23,Male,Bachelor's,Salaried,1133296,531632,12,9.66,626,4,77805,46655,74.12,3912976,1,1,Business,1
APP0614,33,Female,Bachelor's,Self-Employed,321169,1359752,12,10.88,503,3,19974,120101,471.11,2092461,1,0,Vehicle,0
APP0615,48,Female,Bachelor's,Salaried,1418015,1481591,60,12.39,524,3,19037,33250,32.97,4254567,1,0,Home,1
APP0616,45,Female,Bachelor's,Business Owner,1397748,299717,12,17.4,851,1,21167,27393,28.97,4051156,1,0,Home,1
APP0617,53,Male,High School,Self-Employed,1898946,1757343,120,17.28,821,1,48148,30855,28.63,1167208,0,0,Home,1
APP0618,58,Female,High School,Salaried,575233,1983951,12,9.67,628,1,77153,174116,411.5,1322924,0,1,Business,0
APP0619,26,Female,Bachelor's,Salaried,1180960,1131516,36,11.26,761,2,26534,37184,45.87,1060528,0,0,Business,1
APP0620,64,Male,Bachelor's,Salaried,1783913,579954,12,9.07,725,1,61879,50737,46.62,1568402,1,0,Home,1
APP0621,52,Male,Master's,Self-Employed,1642578,1397842,24,12.85,736,0,70839,66358,64.0,3229051,1,0,Vehicle,1
APP0622,41,Female,Bachelor's,Salaried,663120,1254740,84,12.34,551,4,34756,22378,59.36,1770020,1,1,Home,1
APP0623,36,Male,Master's,Self-Employed,1934635,966185,60,16.96,517,1,17683,23991,18.17,142712,0,0,Personal,1
APP0624,41,Female,Bachelor's,Salaried,1034123,959834,48,17.27,786,2,54485,27830,51.26,4482885,1,1,Personal,1
APP0625,31,Male,Bachelor's,Self-Employed,1416688,256717,84,11.53,501,4,16025,4467,7.86,127129,0,1,Business,1
APP0626,57,Male,Bachelor's,Business Owner,973815,1461910,36,12.66,666,3,23715,49018,69.17,874113,0,0,Personal,0
APP0627,56,Female,Bachelor's,Self-Employed,424062,1461188,60,16.91,646,1,75097,36244,166.31,4499829,1,0,Business,0
APP0628,55,Male,Bachelor's,Self-Employed,257986,76505,120,15.97,638,4,22116,1280,36.81,443172,1,1,Business,1
APP0629,39,Male,Master's,Salaried,631978,1659577,60,7.54,708,3,41744,33286,86.98,992030,0,0,Vehicle,0
APP0630,40,Male,Bachelor's,Salaried,1927536,497603,24,10.86,619,2,7124,23160,15.75,4730059,1,0,Education,1
APP0631,38,Female,Master's,Self-Employed,1605494,879601,120,11.93,715,0,43051,12584,19.06,320098,0,1,Home,1
APP0632,61,Male,Master's,Salaried,1994713,1302930,84,9.91,692,1,12176,21570,15.17,4480349,1,0,Education,1
APP0633,34,Male,Master's,Salaried,1989639,1700375,84,9.6,868,0,69818,27878,29.45,2022063,0,0,Vehicle,1
APP0634,35,Female,Master's,Salaried,1353891,1019246,12,7.9,555,2,23676,88615,84.84,757902,0,0,Home,0
APP0635,51,Male,Bachelor's,Salaried,519348,1925530,120,14.26,682,4,50177,30199,104.56,3739919,1,0,Home,0
APP0636,21,Female,Bachelor's,Salaried,1530805,262204,24,10.26,718,4,5997,12131,10.92,366099,1,1,Vehicle,1
APP0637,23,Male,Bachelor's,Business Owner,902214,1349270,12,8.05,656,2,64330,117402,181.82,4738347,1,1,Home,0
APP0638,36,Female,Bachelor's,Salaried,1716589,299836,12,9.93,559,2,48769,26351,28.65,256094,0,1,Vehicle,1
APP0639,43,Male,Bachelor's,Self-Employed,1988205,808849,60,15.92,793,1,16231,19635,14.79,1931327,1,1,Personal,1
APP0640,31,Female,Master's,Salaried,895139,1984405,84,16.44,710,3,77976,39913,84.86,4136578,1,0,Business,0
APP0641,32,Male,Bachelor's,Self-Employed,1960143,578168,12,12.57,565,0,60965,51524,42.74,4893704,1,0,Business,1
APP0642,30,Male,Bachelor's,Salaried,425687,486670,36,11.87,719,0,66517,16134,101.73,4549417,1,0,Vehicle,0
APP0643,52,Male,High School,Business Owner,1544700,1023215,36,17.77,833,4,32387,36874,36.19,4304979,1,0,Vehicle,1
APP0644,36,Male,Bachelor's,Business Owner,1042549,617827,84,9.61,676,4,9090,10133,14.8,4288570,1,1,Home,1
APP0645,28,Male,High School,Salaried,345213,290056,36,9.76,679,1,29945,9327,63.65,2956181,1,1,Personal,1
APP0646,58,Male,Master's,Business Owner,864704,1317633,60,10.56,821,2,45239,28360,58.19,4490812,1,0,Home,1
APP0647,32,Female,Bachelor's,Unemployed,74229,1637663,24,9.31,592,0,8743,75049,1255.46,4184900,1,0,Home,0
APP0648,44,Male,High School,Business Owner,289353,557800,48,11.48,835,1,35924,14547,105.02,1016487,1,0,Business,0
APP0649,48,Male,High School,Business Owner,229813,1203419,12,17.06,767,4,15196,109792,597.07,3728489,1,0,Home,0
APP0650,28,Female,Bachelor's,Salaried,1988367,493942,48,13.96,596,4,73860,13488,21.51,4435776,1,0,Education,1
APP0651,48,Female,Bachelor's,Self-Employed,1314255,98784,24,11.83,619,0,46400,4642,16.95,1220925,1,0,Home,1
APP0652,56,Male,Bachelor's,Salaried,866041,163034,24,17.31,632,4,53795,8085,33.56,2053301,1,1,Home,1
APP0653,46,Male,High School,Salaried,1976839,484044,60,8.01,514,4,56553,9817,16.26,4494950,1,1,Home,1
APP0654,28,Male,Bachelor's,Unemployed,8947,1823462,36,9.71,703,3,29111,58590,9017.52,4209979,1,0,Home,0
APP0655,48,Female,Bachelor's,Salaried,409755,1152938,36,13.44,600,2,68083,39092,174.29,1126805,0,0,Business,0
APP0656,48,Female,Bachelor's,Self-Employed,473541,103997,24,13.96,706,4,66600,4991,63.28,2804660,1,0,Business,1
APP0657,57,Male,Bachelor's,Business Owner,1547731,231413,60,7.92,563,3,55022,4683,16.43,1268895,1,1,Education,1
APP0658,61,Female,Bachelor's,Business Owner,1852047,1510865,60,11.73,763,1,8199,33403,23.24,1678575,0,1,Personal,1
APP0659,56,Female,Bachelor's,Unemployed,66972,1463119,84,14.32,746,4,55897,27678,796.26,4025481,1,1,Home,0
APP0660,47,Female,PhD,Salaried,1686056,850981,120,14.83,616,1,43038,13641,18.9,2910049,1,0,Education,1
APP0661,37,Female,Bachelor's,Salaried,1815181,893352,12,14.2,712,4,60038,80296,64.99,1103371,1,1,Home,1
APP0662,29,Male,Bachelor's,Salaried,1427562,790686,120,10.87,687,0,12897,10834,12.36,734543,0,0,Vehicle,1
APP0663,53,Male,High School,Salaried,415705,1567307,36,8.48,813,3,69541,49461,202.99,4298149,1,1,Education,0
APP0664,40,Male,Bachelor's,Salaried,1241741,834752,24,11.98,587,3,19892,39287,43.73,1360706,1,0,Vehicle,1
APP0665,33,Male,High School,Salaried,1949190,1512108,84,8.85,666,0,13271,24213,17.36,960705,0,0,Business,1
APP0666,48,Male,Bachelor's,Self-Employed,1550816,207255,48,17.45,622,2,29815,6029,11.59,3987338,1,1,Vehicle,1
APP0667,49,Female,PhD,Self-Employed,515929,930292,36,12.49,684,3,50612,31117,107.69,3924248,1,0,Vehicle,0
APP0668,33,Male,Bachelor's,Salaried,252344,598912,12,10.83,727,1,38357,52885,306.2,3399458,1,0,Personal,0
APP0669,55,Male,High School,Self-Employed,970348,1816451,60,15.55,621,3,21267,43739,61.98,1252002,0,0,Home,1
APP0670,26,Male,High School,Salaried,675859,1857648,24,12.73,647,2,23268,88081,168.78,3019684,1,0,Education,0
APP0671,38,Female,Bachelor's,Salaried,1106814,1577573,36,10.76,766,1,19263,51469,62.07,2326485,1,0,Business,1
APP0672,25,Male,High School,Self-Employed,923906,620993,48,16.03,802,1,75935,17609,52.46,2970207,1,0,Vehicle,1
APP0673,45,Male,High School,Self-Employed,658819,1712190,12,16.61,724,0,64660,155843,319.19,4567522,1,0,Home,0
